animal_id,sex,age,date,svl,tail-length,body-mass,feeding
1A,male,NA,3/16/82,NA,49.53,3140,moderate
1A,male,NA,3/14/83,46.36,50.8,3780,moderate
1A,male,NA,3/21/86,46.36,50.48,4565,moderate
1B,male,NA,3/10/80,37.47,45.72,2115,moderate
1B,male,NA,3/21/88,43.18,50.48,4295,moderate
1C,female,8.5,3/22/92,25.08,32.07,510,moderate
1C,female,12.5,3/24/96,25.1,32.5,775,moderate
1C,female,17.7,5/12/01,26.5,32.6,640,moderate
1C,female,19.7,5/16/03,26.1,32.5,455,moderate
1/0A,male,8.5,3/22/94,24.1,NA,520,moderate
1/0A,male,10.5,3/24/96,25.5,NA,600,moderate
1/0A,male,14.5,3/21/00,27.3,NA,945,moderate
1/0A,male,18.7,5/15/04,28.7,NA,819,moderate
1/0A,male,22.5,3/29/08,26.8,NA,915,moderate
1/0B,female,NA,3/20/95,28.5,37,935,moderate
1/0B,female,NA,3/23/96,30,37.2,1060,moderate
1/0B,female,NA,3/21/00,32.5,39.5,1445,moderate
1/0B,female,NA,5/11/01,32.3,40,1330,moderate
1/0B,female,NA,6/22/02,32.5,39.7,1145,moderate
1/0B,female,NA,5/15/04,32.5,40,1208,moderate
1/0B,female,NA,5/14/08,33.5,40,1440,moderate
1/0B,female,NA,5/16/10,33,39.8,1555,moderate
2A,male,NA,3/10/80,34.29,41.28,1400,moderate
2A,male,NA,3/15/82,36.2,44.45,1770,moderate
2B,female,NA,3/21/86,31.12,38.42,1110,moderate
2B,female,NA,3/21/88,30.8,39.37,985,moderate
2B,female,NA,3/22/90,31.12,39.05,990,moderate
2B,female,NA,3/22/92,31.12,39.37,1070,moderate
2B,female,NA,3/21/94,31.5,39.6,1198,moderate
2B,female,NA,3/20/95,31.7,39.6,995,moderate
2B,female,NA,3/23/96,31.8,39.8,1120,moderate
2B,female,NA,3/22/00,30.5,40,1225,moderate
2B,female,NA,7/4/01,31.6,40.4,NA,moderate
2C,male,NA,3/14/83,34.29,NA,2005,moderate
2C,male,NA,3/21/88,36.2,NA,1950,moderate
2C,male,NA,3/22/90,35.56,NA,1810,moderate
2C,male,NA,3/15/93,38.6,NA,1655,moderate
2C,male,NA,3/21/95,37,NA,1650,moderate
2C,male,NA,3/12/98,36.2,NA,1910,moderate
2/0A,female,8.5,3/22/94,25.2,31.4,750,moderate
2/0B,male,7.5,3/20/95,22.2,27.3,460,moderate
2/0B,male,10.5,3/12/98,25.2,30.9,660,moderate
2/0B,male,12.5,3/22/00,26.5,32.2,850,moderate
2/0B,male,13.8,6/16/01,28,33,NA,moderate
2/0B,male,14.8,6/28/02,28,32.6,865,moderate
2/0C,male,3.7,5/16/10,16.5,23,172,moderate
2/0C,male,4.7,5/22/11,19,26.2,250,moderate
2/0C,male,6.7,5/19/13,22.4,30.9,475,moderate
2/0C,male,8.7,5/21/15,25.4,35.5,659,moderate
2/0C,male,9.7,5/18/16,28,37.3,765,moderate
2/0C,male,9.8,6/24/16,27.7,37.5,735,moderate
2/0C,male,9.9,9/8/16,27.4,38,815,moderate
2/0C,male,10.7,5/18/17,28.5,38.2,865,moderate
2/0C,male,11.9,9/3/18,30,40.1,1180,moderate
2/0C,male,12.7,5/19/19,31,41,1150,moderate
3A,male,NA,3/10/80,33.66,39.05,1445,moderate
3A,male,NA,3/15/82,34.93,42.55,1700,moderate
3A,male,NA,3/14/83,35.56,43.5,1910,moderate
3A,male,NA,3/20/86,36.2,44.45,2083,moderate
3B,female,NA,3/21/94,23.2,29.2,435,moderate
3B,female,NA,5/11/01,27.5,32.5,685,moderate
3B,female,NA,5/18/02,26.2,32.7,658,moderate
3B,female,NA,5/16/03,26,32.6,795,moderate
3B,female,NA,5/14/04,27.6,32.7,645,moderate
3B,female,NA,5/11/05,27.3,33.7,822,moderate
3B,female,NA,3/29/08,27.2,33.4,845,moderate
3B,female,NA,5/20/09,28.7,34.7,1023,moderate
3B,female,NA,5/16/10,29,34.3,1003,moderate
3B,female,NA,5/21/11,29,35,875,moderate
3B,female,NA,5/17/16,29.2,35.2,948,moderate
3B,female,NA,5/19/17,29.1,34.9,755,moderate
3B,female,NA,5/23/19,29.2,35.3,840,moderate
3C,female,NA,5/12/01,25.1,32.8,565,moderate
3C,female,NA,5/18/02,25,34,685,moderate
3C,female,NA,5/16/03,26.5,33.8,720,moderate
3C,female,NA,5/14/04,26.5,34,563,moderate
3C,female,NA,5/11/05,27.5,33.8,828,moderate
3C,female,NA,3/29/08,27.6,35.1,910,moderate
3C,female,NA,5/14/08,28.3,35.5,873,moderate
3C,female,NA,5/20/09,28.5,36.3,950,moderate
3C,female,NA,5/16/10,28.2,35.2,908,moderate
3C,female,NA,5/21/11,29,36,1040,moderate
3C,female,NA,5/20/13,29.5,37,1040,moderate
3C,female,NA,5/21/15,29.7,36.5,915,moderate
3C,female,NA,5/18/16,29.4,36.5,805,moderate
3C,female,NA,9/8/16,28.7,36.3,795,moderate
3C,female,NA,5/19/17,29.3,36.5,820,moderate
3C,female,NA,6/3/18,27.6,36.6,750,moderate
3/0A,female,NA,3/22/94,27.5,33.9,719,moderate
3/0A,female,NA,3/23/96,27,34.1,683,moderate
3/0B,male,5.5,3/21/95,18.2,24.2,233,moderate
3/0B,male,8.5,3/12/98,22.4,30.3,540,moderate
3/0B,male,11.7,5/12/01,25.2,33.2,585,moderate
3/0B,male,12.7,5/18/02,26,34.3,860,moderate
3/0B,male,13.7,5/16/03,28,36.2,965,moderate
3/0B,male,14.7,5/14/04,30.6,38.8,1087,moderate
3/0B,male,15.7,5/11/05,34,41.4,1734,moderate
3/0B,male,18.5,3/29/08,40.5,46.3,2845,moderate
3/0B,male,19.7,5/22/09,39.7,46,2815,moderate
3/0C,female,2.7,5/14/04,14.9,20.7,147,moderate
3/0C,female,6.7,5/14/08,22.2,30.1,425,moderate
3/0C,female,7.7,5/20/09,23.7,32,570,moderate
3/0C,female,13.7,5/20/15,28.5,35.6,872,moderate
3/0C,female,14.7,5/17/16,29,35.9,825,moderate
3/0C,female,14.9,9/9/16,28,36.4,840,moderate
3/0C,female,15.7,5/19/17,28.5,36.5,885,moderate
4A,female,9.5,3/10/80,25.4,34.93,640,moderate
4A,female,12.5,3/14/83,31.12,40.64,1180,moderate
4A,female,17.5,3/21/88,33.02,42.86,1395,moderate
4A,female,19.5,3/24/90,33.97,43.82,1390,moderate
4A,female,21.5,3/22/92,34.29,44.45,1625,moderate
4A,female,23.5,3/21/94,35.5,45,1745,moderate
4A,female,24.5,3/21/95,34.8,44.2,1645,moderate
4A,female,31.8,6/20/02,35.8,43.9,1700,moderate
4B,male,8.5,3/21/94,24.5,33,498,moderate
4B,male,10.5,3/24/96,25.6,34.5,605,moderate
4B,male,15.7,5/11/01,30,38,900,moderate
4B,male,16.7,5/18/02,28.8,38.5,870,moderate
4B,male,17.7,5/16/03,29.2,NA,895,moderate
4B,male,18.7,5/14/04,28.1,NA,728,moderate
4B,male,19.7,5/12/05,29,NA,951,moderate
4B,male,22.7,5/14/08,29.5,NA,714,moderate
4B,male,23.7,5/20/09,29,NA,1005,moderate
4B,male,25.7,5/21/11,29,NA,840,moderate
4C,male,NA,3/12/98,35.3,39.5,1980,moderate
4C,male,NA,3/22/00,35,39,1733,moderate
4C,male,NA,5/14/01,35,39.8,1575,moderate
4/0A,female,8.5,3/22/94,23.9,30.2,475,moderate
4/0A,female,9.5,3/21/95,24.5,31.1,540,moderate
4/0A,female,10.5,3/23/96,26.6,33.3,810,moderate
4/0A,female,12.5,3/12/98,29.5,35.4,1150,moderate
4/0A,female,14.5,3/21/00,32.5,38.7,1445,moderate
4/0A,female,15.7,5/11/01,33.5,40.3,1700,moderate
4/0A,female,15.8,7/6/01,33.5,NA,NA,moderate
4/0A,female,16.7,5/18/02,34,40.6,1658,moderate
4/0A,female,17.7,5/16/03,35.1,41.1,1950,moderate
4/0A,female,18.7,5/14/04,35.5,40.7,1916,moderate
4/0A,female,19.7,5/11/05,37.4,41.2,2163,moderate
4/0A,female,20.5,3/19/06,NA,NA,NA,moderate
4/0A,female,22.7,5/14/08,38.3,41.6,2180,moderate
4/0A,female,24.7,5/16/10,36.8,NA,2235,moderate
4/0A,female,25.7,5/21/11,37.5,NA,2087,moderate
4/0A,female,27.7,5/19/13,38,NA,1720,moderate
4/0B,female,7.5,3/21/95,22,29,425,moderate
4/0C,female,NA,5/16/10,20.5,27,335,moderate
4/0C,female,NA,5/19/19,26,34.1,735,moderate
5B,male,7.5,3/22/92,23.18,31.75,497,moderate
5B,male,17.7,5/19/02,32,40.1,1033,moderate
5C,female,NA,3/21/00,28.5,35,895,moderate
5C,female,NA,7/1/01,29.3,36.3,NA,moderate
5C,female,NA,5/18/03,29.5,36,915,moderate
5C,female,NA,5/16/10,30,36.4,1035,moderate
5C,female,NA,5/18/16,30.5,37,775,moderate
5/0A,female,6.5,3/22/94,20.2,28.8,326,moderate
5/0A,female,7.5,3/20/95,21,30.5,383,moderate
5/0A,female,10.5,3/12/98,25.5,35.7,750,moderate
5/0A,female,12.5,3/21/00,28,37.9,945,moderate
5/0A,female,13.7,5/12/01,29,38.5,960,moderate
5/0A,female,14.7,5/18/02,29.1,39.7,1210,moderate
5/0A,female,15.7,5/16/03,31.1,40.7,1252,moderate
5/0A,female,16.7,5/14/04,31.6,40.5,1325,moderate
5/0A,female,17.7,5/11/05,32,41.5,1573,moderate
5/0A,female,20.5,3/29/08,32.2,42.6,1450,moderate
5/0A,female,21.7,5/20/09,34,41.9,1627,moderate
5/0B,male,NA,3/21/95,27.5,33.5,776,moderate
5/0B,male,NA,5/18/02,27.2,NA,780,moderate
5/0C,male,NA,5/21/15,23.7,31.3,535,moderate
5/0C,male,NA,5/17/16,25.2,34,700,moderate
5/0C,male,NA,6/24/16,26,34.1,660,moderate
5/0C,male,NA,6/3/18,27.8,37.6,880,moderate
6A,male,NA,3/10/80,46.99,NA,NA,moderate
6B,female,8.5,3/22/92,24.77,32.07,554,moderate
6B,female,10.5,3/21/94,25.5,32.7,515,moderate
6B,female,11.5,3/20/95,25.7,33.7,628,moderate
6B,female,12.5,3/23/96,26.6,33.9,710,moderate
6B,female,16.5,3/21/00,27.5,35,795,moderate
6B,female,17.7,5/12/01,27.9,34.8,795,moderate
6B,female,18.7,5/18/02,27.8,35.6,840,moderate
6B,female,26.5,3/2/10,29.4,36.5,990,moderate
6B,female,27.7,5/21/11,29.7,36.6,925,moderate
6/0A,male,NA,3/21/86,29.53,37.78,1038,moderate
6/0A,male,NA,3/24/90,39.05,48.42,2270,moderate
6/0A,male,NA,3/22/92,37.15,46.99,2072,moderate
6/0A,male,NA,3/21/94,39.5,46.7,2600,moderate
6/0A,male,NA,3/21/95,40.5,47.9,2764,moderate
6/0A,male,NA,3/13/98,39.5,47.4,2580,moderate
6/0A,male,NA,3/22/00,39.5,47.5,2480,moderate
6/0A,male,NA,5/19/02,40,47.5,2510,moderate
6/0B,male,NA,3/22/94,35,42.1,1645,moderate
6/0B,male,NA,3/22/00,35,43.5,1975,moderate
6/0B,male,NA,5/14/01,35.5,44,1750,moderate
6/0B,male,NA,5/18/02,NA,NA,NA,moderate
6/0C,female,NA,5/20/15,23,31.6,498,moderate
6/0C,female,NA,5/18/16,24,32.6,525,moderate
6/0C,female,NA,9/8/16,24,33,485,moderate
6/0C,female,NA,5/18/17,24.7,32.9,675,moderate
6/0C,female,NA,6/4/18,25.4,33.4,645,moderate
7B,male,NA,3/14/83,27.31,34.93,770,moderate
7B,male,NA,3/20/86,32.07,39.37,1180,moderate
7B,male,NA,3/21/88,34.29,41.28,1340,moderate
7B,male,NA,3/22/90,34.29,41.59,1175,moderate
7C,female,8.5,3/21/00,25,32,615,moderate
7C,female,9.7,5/12/01,24.8,32.5,650,moderate
7C,female,12.7,5/15/04,26.5,32.9,735,moderate
7C,female,13.7,5/12/05,26,33.3,707,moderate
7C,female,21.7,5/20/13,28.2,35.6,995,moderate
7C,female,23.7,5/21/15,29.5,35.5,965,moderate
7/0A,male,NA,3/22/94,27.3,NA,764,moderate
7/0A,male,NA,3/23/96,28.3,NA,815,moderate
7/0A,male,NA,3/13/98,31,NA,1170,moderate
7/0A,male,NA,3/22/00,32.5,NA,1450,moderate
7/0A,male,NA,5/12/01,32.5,NA,1190,moderate
7/0A,male,NA,5/18/02,33.5,NA,1368,moderate
7/0A,male,NA,5/16/03,33.5,NA,1605,moderate
7/0A,male,NA,5/14/04,34.1,NA,1855,moderate
7/0A,male,NA,5/16/05,36,NA,2051,moderate
7/0A,male,NA,5/16/08,37.4,NA,1897,moderate
7/0A,male,NA,5/20/09,37.5,NA,1998,moderate
7/0B,female,NA,3/20/95,27.5,35.1,700,moderate
7/0C,female,5.7,5/16/10,18.3,25.8,270,moderate
7/0C,female,10.7,5/21/15,26,34.1,708,moderate
7/0C,female,11.7,5/17/16,27.6,35.8,885,moderate
7/0C,female,11.9,9/9/16,28,36.1,890,moderate
7/0C,female,12.7,5/18/17,30,37,1035,moderate
7/0C,female,13.7,6/3/18,31.8,38.5,1195,moderate
7/0C,female,14.7,5/23/19,32.7,41.7,1625,moderate
8A,male,8.5,3/10/80,24.77,32.39,545,moderate
8A,male,11.5,3/18/83,29.21,38.42,1050,moderate
8A,male,14.5,3/20/86,33.34,41.28,1353,moderate
8B,female,NA,3/22/92,28.89,37.47,1025,moderate
8B,female,NA,3/21/95,30.9,38.4,1104,moderate
8B,female,NA,3/22/00,30.5,37,1115,moderate
8B,female,NA,5/19/02,30.5,37,1039,moderate
8/0A,male,8.5,3/22/94,24.8,30.3,537,moderate
8/0A,male,10.5,3/23/96,25.5,31.1,665,moderate
8/0A,male,14.5,3/22/00,26,32.2,725,moderate
8/0A,male,16.7,5/18/02,26.2,32,669,moderate
8/0A,female,9.5,3/20/95,26.4,34.5,689,moderate
8/0B,female,14.5,3/21/00,28,36.6,840,moderate
8/0B,female,22.5,3/29/08,27.3,36.1,840,moderate
8/0B,female,22.7,5/14/08,27.7,36.5,759,moderate
8/0B,female,23.7,5/20/09,29,36.8,1015,moderate
8/0B,female,25.7,5/21/11,29,37.5,1050,moderate
8/0B,female,27.7,5/20/13,29.5,38.3,1000,moderate
8/0B,female,30.7,5/18/16,29.6,36.2,1007,moderate
8/0B,female,31.7,5/19/17,29.7,35.6,1050,moderate
9A,male,NA,3/10/80,26.67,31.75,590,moderate
9A,male,NA,3/14/83,33.02,41.91,1530,moderate
9B,male,NA,3/22/88,46.99,49.53,3815,moderate
9B,male,NA,3/22/90,45.09,51.75,3370,moderate
9B,male,NA,3/22/92,43.82,51.12,4087,moderate
9C,female,7.5,3/21/94,21.3,29.3,343,moderate
9C,female,11.5,3/12/98,25.9,34.8,750,moderate
9C,female,14.7,5/12/01,26.2,36,772,moderate
9C,female,15.7,5/19/02,27,36.3,835,moderate
9C,female,15.8,7/4/02,27,NA,NA,moderate
9C,female,17.7,5/14/04,27.5,36.8,778,moderate
9C,female,18.7,5/11/05,29.5,37.8,1172,moderate
9C,female,19.5,3/19/06,NA,NA,NA,moderate
9C,female,21.7,5/14/08,32.8,40.5,1378,moderate
9C,female,23.5,4/3/10,33.1,39.9,1430,moderate
9C,female,23.7,5/16/10,33,40.5,1557,moderate
9C,female,26.7,5/20/13,33.5,41.7,1797,moderate
9C,female,28.7,5/21/15,35.5,41.7,1760,moderate
9C,female,28.8,6/24/16,35,42.2,1410,moderate
9/0A,female,NA,5/22/11,23.7,31,520,moderate
9/0A,female,NA,5/19/13,23.9,30.7,555,moderate
9/0A,female,NA,5/20/15,25,32,636,moderate
9/0A,female,NA,5/23/16,24.7,32.2,600,moderate
0A,male,NA,3/10/80,28.58,35.24,780,moderate
0A,male,NA,3/16/82,31.12,40.01,1250,moderate
0A,male,NA,3/14/83,35.24,42.55,1640,moderate
0A,male,NA,3/21/86,37.15,NA,1983,moderate
0A,male,NA,3/21/88,37.47,NA,2410,moderate
0A,male,NA,3/22/90,38.1,NA,2110,moderate
0B,female,NA,3/21/94,27.1,34.5,760,moderate
0B,female,NA,5/11/01,27.9,35.8,825,moderate
0B,female,NA,5/18/03,27.8,35.8,663,moderate
10A,male,NA,3/10/80,40.64,46.36,2255,moderate
10A,male,NA,3/15/82,42.55,49.53,3400,moderate
10A,male,NA,3/14/83,45.09,51.12,4080,moderate
10A,male,NA,3/21/86,46.36,NA,4170,moderate
10B,female,NA,3/22/92,26.67,33.97,785,moderate
10B,female,NA,3/22/00,27.5,34.8,810,moderate
10B,female,NA,5/16/03,28.5,35.7,761,moderate
10B,female,NA,5/15/04,28.2,35,735,moderate
10B,female,NA,5/16/05,27.8,34.7,935,moderate
10C,female,7.5,3/22/92,22.54,NA,448,moderate
10C,female,9.5,3/21/94,24,NA,480,moderate
10C,female,10.5,3/20/95,24,NA,518,moderate
10C,female,16.7,5/14/01,25.2,26.7,550,moderate
10C,female,18.7,5/16/03,24.7,26.4,453,moderate
10C,female,19.7,5/15/04,25.2,NA,494,moderate
10/0A,female,NA,3/21/86,26.67,32.39,757,moderate
10/0A,female,NA,3/21/88,30.48,35.24,975,moderate
10/0A,female,NA,3/24/90,32.7,39.05,1318,moderate
10/0B,male,NA,3/12/98,30.8,39,1320,moderate
10/0B,male,NA,3/21/00,35.5,41.7,1885,moderate
10/0B,male,NA,5/11/01,37.4,42.1,2047,moderate
10/0B,male,NA,5/19/02,37.8,43.5,2244,moderate
10/0C,female,4.7,5/16/10,16.8,NA,208,moderate
10/0C,female,5.7,5/21/11,19.3,NA,265,moderate
10/0C,female,7.7,5/20/13,23,NA,272,moderate
10/0C,female,9.7,5/21/15,26.8,NA,775,moderate
10/0C,female,10.7,5/18/16,27.6,NA,825,moderate
10/0C,female,10.9,9/8/16,29.2,NA,900,moderate
10/0C,female,11.7,5/18/17,29.5,NA,1085,moderate
11A,male,5.5,3/10/80,19.05,24.48,240,moderate
11A,male,7.5,3/15/82,26.04,33.34,650,moderate
11B,male,NA,3/14/83,31.75,38.74,1195,moderate
11B,male,NA,3/20/86,40.32,49.85,2703,moderate
11C,female,8.5,3/22/00,25,31.7,755,moderate
11C,female,10.8,6/20/02,26.3,32.8,695,moderate
11C,female,12.7,5/14/04,27,32.8,735,moderate
11C,female,16.7,5/14/08,29.2,34.3,1070,moderate
11C,female,18.7,5/16/10,29,34,1007,moderate
11D,male,4.7,5/21/15,17.5,22.7,234,moderate
11D,male,6.7,5/19/17,21.5,27.1,403,moderate
11D,male,7.7,6/4/18,22.5,29,470,moderate
11A,female,4.5,3/23/96,17.7,25.3,225,moderate
11A,female,10.8,8/10/02,24,32.5,535,moderate
11A,female,18.5,4/3/10,26.3,34.7,695,moderate
11A,female,22.7,5/21/15,28.1,34.7,772,moderate
11/0B,female,NA,5/21/11,23.2,32.1,589,moderate
11/0B,female,NA,5/19/13,26,35.8,780,moderate
11/0B,female,NA,5/20/15,29.7,39.2,1105,moderate
11/0B,female,NA,5/18/16,31.1,40.5,1218,moderate
11/0B,female,NA,9/9/16,31.4,40,1075,moderate
11/0C,male,NA,5/20/13,24.2,32.6,615,moderate
11/0C,male,NA,5/21/15,27.4,35.1,850,moderate
11/0C,male,NA,5/19/17,33.5,41,1565,moderate
11/0C,male,NA,9/3/18,37.6,45.5,2325,moderate
12B,male,NA,3/14/83,40.64,NA,2680,moderate
12B,male,NA,3/20/86,43.18,NA,4580,moderate
12C,female,7.5,3/21/94,22.5,30.1,440,moderate
12C,female,9.5,3/24/96,24.4,33.2,525,moderate
12C,female,11.5,3/12/98,25.5,34.3,650,moderate
12C,female,13.5,3/22/00,25.7,34.5,795,moderate
12C,female,14.7,5/14/01,27.1,36.1,960,moderate
12C,female,15.8,6/20/02,28.5,36.5,700,moderate
12C,female,16.7,5/18/03,28.6,36.5,1002,moderate
12C,female,17.7,5/15/04,30.2,37.3,1137,moderate
12C,female,21.7,5/14/08,32,39.4,1277,moderate
12C,female,22.7,5/22/09,31.8,39.3,996,moderate
12D,male,NA,5/21/15,21.5,27.8,338,moderate
12D,male,NA,5/17/16,23.2,29.4,485,moderate
12D,male,NA,5/18/17,24.9,30.9,535,moderate
12D,male,NA,6/3/18,25.5,32.8,670,moderate
12/0B,male,3.7,5/21/11,16,21.5,164,moderate
12/0B,male,5.7,5/19/13,19.1,26.1,296,moderate
12/0B,male,7.7,5/21/15,23.5,31.7,511,moderate
12/0B,male,8.7,5/18/16,25,34.6,680,moderate
12/0B,male,8.8,6/24/16,25.6,34.9,710,moderate
12/0B,male,9.7,5/18/17,27.2,36.9,890,moderate
13A,female,9.5,3/10/80,25.4,33.02,560,moderate
13A,female,11.5,3/16/82,27.31,35.88,910,moderate
13A,female,12.5,3/18/83,29.21,37.47,1050,moderate
13A,female,19.5,3/22/90,33.02,40.01,1495,moderate
13A,female,21.5,3/23/92,33.97,40.01,1518,moderate
13A,female,23.5,3/22/94,36,40.9,1713,moderate
13A,female,29.5,3/21/00,35.5,41.2,1740,moderate
13A,female,30.7,5/14/01,35.7,41,1935,moderate
13A,female,31.7,5/19/02,36.1,40.7,1760,moderate
13A,female,32.7,5/18/03,36,41,2100,moderate
13A,female,34.7,5/12/05,35.6,40.7,1997,moderate
13A,female,39.7,5/20/09,NA,NA,NA,moderate
13B,male,7.5,3/22/92,22.23,NA,432,moderate
13B,male,9.5,3/21/94,24.6,NA,580,moderate
13B,male,10.5,3/20/95,26.5,NA,785,moderate
13B,male,11.5,3/23/96,29.2,NA,1030,moderate
13B,male,13.5,3/12/98,34,NA,1770,moderate
13B,male,15.5,3/21/00,40.5,NA,2935,moderate
13B,male,16.7,5/11/01,40.5,NA,3130,moderate
13B,male,17.7,5/21/02,41.6,NA,3170,moderate
13B,male,18.7,5/18/03,42.2,NA,2833,moderate
13B,male,19.7,5/14/04,41.4,NA,2764,moderate
13/0A,female,6.7,5/21/11,19.5,28.3,338,moderate
14A,male,NA,3/10/80,38.1,44.45,1640,moderate
14B,female,NA,3/21/88,26.67,33.02,675,moderate
14C,female,NA,5/22/11,27,34.3,750,moderate
14D,female,5.7,5/21/11,19.1,26.5,278,moderate
14D,female,7.7,5/20/13,21.5,29.7,417,moderate
14D,female,9.7,5/20/15,25.7,33.5,657,moderate
14D,female,10.7,5/26/16,27,34.9,722,moderate
14E,female,NA,5/19/13,22.7,30.7,494,moderate
14E,female,NA,5/20/15,26,33.6,607,moderate
14E,female,NA,5/18/16,26.9,34.4,718,moderate
14E,female,NA,5/18/17,28.5,35.7,800,moderate
14/0A,female,1.5,3/24/96,12.2,17.4,64,moderate
14/0,female,5.5,3/22/00,19,26,295,moderate
14/0,female,6.7,5/14/01,20.2,30.4,790,moderate
14/0A,female,7.7,5/18/02,23.2,32.5,587,moderate
14/0A,female,8.7,5/16/03,25.8,35.6,708,moderate
14/0A,female,9.7,5/14/04,25.6,36.8,735,moderate
14/0A,female,11.5,3/19/06,NA,NA,NA,moderate
14/0B,male,NA,5/21/15,26,34.3,690,moderate
14/0,male,NA,5/18/16,28,36.4,725,moderate
14/0B,male,NA,5/18/17,29,37.4,NA,moderate
15A,female,8.5,3/10/80,24.13,31.12,500,moderate
15A,female,18.5,3/24/90,29.21,37.47,740,moderate
15B,male,9.5,3/21/94,26.5,32,654,moderate
15B,male,10.5,3/20/95,27,32.3,752,moderate
15B,male,11.5,3/23/96,28.5,35.3,950,moderate
15B,male,13.5,3/12/98,32.1,38.2,1430,moderate
15B,male,17.1,10/19/01,36.2,40.7,NA,moderate
15B,male,18.7,5/16/03,34.7,41.1,1430,moderate
15C,female,7.7,5/15/04,22.1,28.3,408,moderate
15C,female,11.7,5/14/08,24,29.8,550,moderate
15C,female,12.7,5/20/09,24,30.3,638,moderate
15C,female,13.7,5/16/10,25,30.8,697,moderate
15C,female,16.7,5/19/13,28,32.7,971,moderate
15C,female,18.7,5/21/15,29.8,34.1,970,moderate
15C,female,19.7,5/18/16,29.5,34.6,1000,moderate
15C,female,19.9,9/8/16,29,34.7,900,moderate
15/0A,female,3.5,3/24/96,15.7,NA,135,moderate
15/0A,female,9.7,5/19/02,20.6,NA,403,moderate
15/0A,female,11.7,5/15/04,21.4,NA,380,moderate
15/0A,female,15.7,5/14/08,24.5,NA,530,moderate
15/0A,female,16.7,5/22/09,24.5,NA,655,moderate
15/0A,female,17.7,5/16/10,25,NA,442,moderate
15/0A,female,22.7,5/20/15,25.7,NA,622,moderate
16B,male,5.5,3/22/92,18.1,25.4,216,moderate
16B,male,7.5,3/21/94,21.7,28.5,345,moderate
16B,male,8.5,3/20/95,23,30.7,480,moderate
16B,male,9.5,3/23/96,25.8,34.1,715,moderate
16B,male,11.5,3/12/98,30.6,38.5,1160,moderate
16B,male,13.5,3/21/00,36,44.7,1975,moderate
16B,male,14.7,5/11/01,39.2,49.3,2615,moderate
16B,male,15.7,5/18/02,42.5,50.7,3400,moderate
16B,male,16.7,5/18/03,44,53.2,4092,moderate
16B,male,17.7,5/15/04,44.5,54.3,3724,moderate
16B,male,18.7,5/12/05,46,53.1,3978,moderate
16C,female,NA,3/20/95,26.5,35.3,725,moderate
16D,female,3.7,5/14/04,16.8,22.6,190,moderate
16D,female,6.7,5/14/08,24,31.6,515,moderate
16D,female,7.7,5/20/09,25,33.2,617,moderate
16D,female,8.5,4/2/10,25.6,33.9,735,moderate
16D,female,8.7,5/16/10,26.3,33.5,700,moderate
16D,female,13.7,5/21/15,29.2,36.7,945,moderate
16D,female,14.7,5/18/16,29,36.8,965,moderate
16D,female,15.7,5/19/17,29.7,37.9,1090,moderate
17A,male,4.5,3/23/96,18,23.1,227,moderate
17A,male,6.5,3/13/98,21.6,27.7,400,moderate
17A,male,8.5,3/22/00,24.2,31.5,575,moderate
17A,male,12.7,5/14/04,25.1,31.7,490,moderate
17A,male,13.7,5/11/05,25,32.1,624,moderate
17A,male,16.7,5/14/08,27.5,33.1,630,moderate
17B,female,7.7,5/15/04,22.2,31.5,451,moderate
17B,female,8.7,5/12/05,23,31.1,500,moderate
17B,female,16.7,5/19/13,24,32.7,636,moderate
17B,female,18.7,5/20/15,26.5,32.9,730,moderate
17B,female,19.7,5/17/16,26.8,35.2,792,moderate
17B,female,20.7,5/19/17,27,35.6,991,moderate
17B,female,22.7,5/19/19,26.8,33.4,790,moderate
17C,female,NA,5/22/11,20.6,27.7,320,moderate
17/0A,female,NA,3/24/96,26.3,30.5,685,moderate
17/0A,female,NA,3/22/00,26.5,31.2,775,moderate
17/0A,female,NA,5/12/01,27.5,30.9,775,moderate
17/0B,male,NA,3/21/00,27.2,35.5,810,moderate
17/0B,male,NA,5/12/01,27.2,36.8,765,moderate
17/0B,male,NA,5/18/02,28.7,37.5,891,moderate
17/0B,male,NA,5/14/04,30.6,39.7,1090,moderate
18A,male,NA,3/23/96,23.7,29.4,470,moderate
18A,male,NA,5/12/01,27,34.2,725,moderate
18A,male,NA,5/18/02,27.2,34.1,780,moderate
18A,male,NA,6/20/02,27.5,34.1,800,moderate
18A,male,NA,5/14/04,28.3,35,700,moderate
18A,male,NA,5/11/05,28.5,35.7,1092,moderate
18A,male,NA,3/19/06,NA,NA,NA,moderate
18B,female,NA,3/23/96,26.1,32.5,680,moderate
18B,female,NA,3/22/00,27,34,833,moderate
18B,female,NA,5/18/02,27.9,34.5,747,moderate
18B,female,NA,5/16/03,28.3,33.5,750,moderate
18/0A,female,7.5,3/24/96,23.5,32,580,moderate
18/0A,female,11.5,3/22/00,26,34.7,725,moderate
18/0A,female,12.7,5/12/01,26.5,35,800,moderate
18/0A,female,13.8,6/20/02,28.5,35.2,900,moderate
18/0B,male,4.5,3/21/00,18,25,275,moderate
18/0B,male,5.8,6/29/01,19.5,26.1,NA,moderate
18/0B,male,6.7,5/18/02,19.1,26.4,300,moderate
18/0B,male,7.7,5/18/03,20,27.7,352,moderate
18/0B,male,8.7,5/14/04,20.5,28.4,387,moderate
